movie_name,award_year,award_category,award_winner
Dirty Dancing,1988-01-01,MUSIC (Original Song),True
Mannequin,1988-01-01,MUSIC (Original Song),False
Beverly Hills Cop II,1988-01-01,MUSIC (Original Song),False
The Princess Bride,1988-01-01,MUSIC (Original Song),False
George and Rosemary,1988-01-01,SHORT FILM (Animated),False
The Man Who Planted Trees,1988-01-01,SHORT FILM (Animated),True
Your Face,1988-01-01,SHORT FILM (Animated),False
Making Waves,1988-01-01,SHORT FILM (Live Action),False
Ray's Male Heterosexual Dance Hall,1988-01-01,SHORT FILM (Live Action),True
Shoeshine,1988-01-01,SHORT FILM (Live Action),False
Lethal Weapon,1988-01-01,SOUND,False
Innerspace,1988-01-01,VISUAL EFFECTS,True
Predator,1988-01-01,VISUAL EFFECTS,False
Full Metal Jacket,1988-01-01,WRITING (Screenplay Based on Material from Another Medium),False
Mississippi Burning,1989-01-01,ACTOR IN A LEADING ROLE,False
Big,1989-01-01,ACTOR IN A LEADING ROLE,False
Stand and Deliver,1989-01-01,ACTOR IN A LEADING ROLE,False
Pelle the Conqueror,1989-01-01,ACTOR IN A LEADING ROLE,False
Little Dorrit,1989-01-01,ACTOR IN A SUPPORTING ROLE,False
Tucker The Man and His Dream,1989-01-01,ACTOR IN A SUPPORTING ROLE,False
Running on Empty,1989-01-01,ACTOR IN A SUPPORTING ROLE,False
Married to the Mob,1989-01-01,ACTOR IN A SUPPORTING ROLE,False
Dangerous Liaisons,1989-01-01,ACTRESS IN A LEADING ROLE,False
Working Girl,1989-01-01,ACTRESS IN A LEADING ROLE,False
A Cry in the Dark,1989-01-01,ACTRESS IN A LEADING ROLE,False
Gorillas in the Mist,1989-01-01,ACTRESS IN A LEADING ROLE,False
Beaches,1989-01-01,ART DIRECTION,False
Who Framed Roger Rabbit,1989-01-01,ART DIRECTION,False
Tequila Sunrise,1989-01-01,CINEMATOGRAPHY,False
The Unbearable Lightness of Being,1989-01-01,CINEMATOGRAPHY,False
Coming to America,1989-01-01,COSTUME DESIGN,False
A Handful of Dust,1989-01-01,COSTUME DESIGN,False
Sunset,1989-01-01,COSTUME DESIGN,False
The Last Temptation of Christ,1989-01-01,DIRECTING,False
The Cry of Reason - Beyers Naudé: An Afrikaner Speaks Out,1989-01-01,DOCUMENTARY (Feature),False
Hotel Terminus: The Life and Times of Klaus Barbie,1989-01-01,DOCUMENTARY (Feature),True
Let's Get Lost,1989-01-01,DOCUMENTARY (Feature),False
Promises to Keep,1989-01-01,DOCUMENTARY (Feature),False
Who Killed Vincent Chin?,1989-01-01,DOCUMENTARY (Feature),False
The Children's Storefront,1989-01-01,DOCUMENTARY (Short Subject),False
Family Gathering,1989-01-01,DOCUMENTARY (Short Subject),False
Gang Cops,1989-01-01,DOCUMENTARY (Short Subject),False
Portrait of Imogen,1989-01-01,DOCUMENTARY (Short Subject),False
You Don't Have to Die,1989-01-01,DOCUMENTARY (Short Subject),True
Die Hard,1989-01-01,FILM EDITING,False
Hanussen,1989-01-01,FOREIGN LANGUAGE FILM,False
The Music Teacher,1989-01-01,FOREIGN LANGUAGE FILM,False
Salaam Bombay!,1989-01-01,FOREIGN LANGUAGE FILM,False
Women on the Verge of a Nervous Breakdown,1989-01-01,FOREIGN LANGUAGE FILM,False
Beetlejuice,1989-01-01,MAKEUP,True
Scrooged,1989-01-01,MAKEUP,False
The Milagro Beanfield War,1989-01-01,MUSIC (Original Score),True
Bagdad Cafe,1989-01-01,MUSIC (Original Song),False
Buster,1989-01-01,MUSIC (Original Song),False
The Cat Came Back,1989-01-01,SHORT FILM (Animated),False
Technological Threat,1989-01-01,SHORT FILM (Animated),False
Tin Toy,1989-01-01,SHORT FILM (Animated),True
The Appointments of Dennis Jennings,1989-01-01,SHORT FILM (Live Action),True
Cadillac Dreams,1989-01-01,SHORT FILM (Live Action),False
Gullah Tales,1989-01-01,SHORT FILM (Live Action),False
Bird,1989-01-01,SOUND,True
Willow,1989-01-01,SOUND EFFECTS EDITING,False
Bull Durham,1989-01-01,WRITING (Screenplay Written Directly for the Screen),False
Henry V,1990-01-01,ACTOR IN A LEADING ROLE,False
Dead Poets Society,1990-01-01,ACTOR IN A LEADING ROLE,False
Do the Right Thing,1990-01-01,ACTOR IN A SUPPORTING ROLE,False
A Dry White Season,1990-01-01,ACTOR IN A SUPPORTING ROLE,False
Crimes and Misdemeanors,1990-01-01,ACTOR IN A SUPPORTING ROLE,False
Camille Claudel,1990-01-01,ACTRESS IN A LEADING ROLE,False
Shirley Valentine,1990-01-01,ACTRESS IN A LEADING ROLE,False
Music Box,1990-01-01,ACTRESS IN A LEADING ROLE,False
The Fabulous Baker Boys,1990-01-01,ACTRESS IN A LEADING ROLE,False
Enemies,1990-01-01,ACTRESS IN A SUPPORTING ROLE,False
 A Love Story,1990-01-01,ACTRESS IN A SUPPORTING ROLE,False
Steel Magnolias,1990-01-01,ACTRESS IN A SUPPORTING ROLE,False
Parenthood,1990-01-01,ACTRESS IN A SUPPORTING ROLE,False
The Abyss,1990-01-01,ART DIRECTION,False
The Adventures of Baron Munchausen,1990-01-01,ART DIRECTION,False
Batman,1990-01-01,ART DIRECTION,True
Blaze,1990-01-01,CINEMATOGRAPHY,False
Harlem Nights,1990-01-01,COSTUME DESIGN,False
Valmont,1990-01-01,COSTUME DESIGN,False
Adam Clayton Powell,1990-01-01,DOCUMENTARY (Feature),False
Common Threads: Stories from the Quilt,1990-01-01,DOCUMENTARY (Feature),True
Crack USA: County under Siege,1990-01-01,DOCUMENTARY (Feature),False
For All Mankind,1990-01-01,DOCUMENTARY (Feature),False
Super Chief: The Life and Legacy of Earl Warren,1990-01-01,DOCUMENTARY (Feature),False
Fine Food,1990-01-01,DOCUMENTARY (Short Subject),False
 Fine Pastries,1990-01-01,DOCUMENTARY (Short Subject),False
 Open 6 to 9,1990-01-01,DOCUMENTARY (Short Subject),False
The Johnstown Flood,1990-01-01,DOCUMENTARY (Short Subject),True
Yad Vashem: Preserving the Past to Ensure the Future,1990-01-01,DOCUMENTARY (Short Subject),False
The Bear,1990-01-01,FILM EDITING,False
Cinema Paradiso,1990-01-01,FOREIGN LANGUAGE FILM,True
Jesus of Montreal,1990-01-01,FOREIGN LANGUAGE FILM,False
Waltzing Regitze,1990-01-01,FOREIGN LANGUAGE FILM,False
What Happened to Santiago,1990-01-01,FOREIGN LANGUAGE FILM,False
Dad,1990-01-01,MAKEUP,False
Field of Dreams,1990-01-01,MUSIC (Original Score),False
Indiana Jones and the Last Crusade,1990-01-01,MUSIC (Original Score),False
The Little Mermaid,1990-01-01,MUSIC (Original Score),True
Chances Are,1990-01-01,MUSIC (Original Song),False
Balance,1990-01-01,SHORT FILM (Animated),True
The Cow,1990-01-01,SHORT FILM (Animated),False
The Hill Farm,1990-01-01,SHORT FILM (Animated),False
Amazon Diary,1990-01-01,SHORT FILM (Live Action),False
The Childeater,1990-01-01,SHORT FILM (Live Action),False
Work Experience,1990-01-01,SHORT FILM (Live Action),True
Black Rain,1990-01-01,SOUND,False
Lethal Weapon 2,1990-01-01,SOUND EFFECTS EDITING,False
Back to the Future Part II,1990-01-01,VISUAL EFFECTS,False
sex,1990-01-01,WRITING (Screenplay Written Directly for the Screen),False
 lies,1990-01-01,WRITING (Screenplay Written Directly for the Screen),False
 and videotape,1990-01-01,WRITING (Screenplay Written Directly for the Screen),False
When Harry Met Sally...,1990-01-01,WRITING (Screenplay Written Directly for the Screen),False
Dances With Wolves,1991-01-01,ACTOR IN A LEADING ROLE,False
Awakenings,1991-01-01,ACTOR IN A LEADING ROLE,False
Cyrano de Bergerac,1991-01-01,ACTOR IN A LEADING ROLE,False
The Field,1991-01-01,ACTOR IN A LEADING ROLE,False
Longtime Companion,1991-01-01,ACTOR IN A SUPPORTING ROLE,False
The Godfather,1991-01-01,ACTOR IN A SUPPORTING ROLE,False
 Part III,1991-01-01,ACTOR IN A SUPPORTING ROLE,False
Dick Tracy,1991-01-01,ACTOR IN A SUPPORTING ROLE,False
The Grifters,1991-01-01,ACTRESS IN A LEADING ROLE,False
Pretty Woman,1991-01-01,ACTRESS IN A LEADING ROLE,False
Postcards from the Edge,1991-01-01,ACTRESS IN A LEADING ROLE,False
Mr. & Mrs. Bridge,1991-01-01,ACTRESS IN A LEADING ROLE,False
Wild at Heart,1991-01-01,ACTRESS IN A SUPPORTING ROLE,False
Hamlet,1991-01-01,ART DIRECTION,False
Avalon,1991-01-01,CINEMATOGRAPHY,False
Henry & June,1991-01-01,CINEMATOGRAPHY,False
American Dream,1991-01-01,DOCUMENTARY (Feature),True
Berkeley in the Sixties,1991-01-01,DOCUMENTARY (Feature),False
Building Bombs,1991-01-01,DOCUMENTARY (Feature),False
Forever Activists: Stories from the Veterans of the Abraham Lincoln Brigade,1991-01-01,DOCUMENTARY (Feature),False
Waldo Salt: A Screenwriter's Journey,1991-01-01,DOCUMENTARY (Feature),False
Burning Down Tomorrow,1991-01-01,DOCUMENTARY (Short Subject),False
Chimps: So Like Us,1991-01-01,DOCUMENTARY (Short Subject),False
Days of Waiting,1991-01-01,DOCUMENTARY (Short Subject),True
Journey into Life: The World of the Unborn,1991-01-01,DOCUMENTARY (Short Subject),False
Rose Kennedy: A Life to Remember,1991-01-01,DOCUMENTARY (Short Subject),False
The Hunt for Red October,1991-01-01,FILM EDITING,False
Journey of Hope,1991-01-01,FOREIGN LANGUAGE FILM,True
Ju Dou,1991-01-01,FOREIGN LANGUAGE FILM,False
The Nasty Girl,1991-01-01,FOREIGN LANGUAGE FILM,False
Open Doors,1991-01-01,FOREIGN LANGUAGE FILM,False
Edward Scissorhands,1991-01-01,MAKEUP,False
Havana,1991-01-01,MUSIC (Original Score),False
Home Alone,1991-01-01,MUSIC (Original Score),False
Young Guns II,1991-01-01,MUSIC (Original Song),False
Creature Comforts,1991-01-01,SHORT FILM (Animated),True
A Grand Day Out,1991-01-01,SHORT FILM (Animated),False
Grasshoppers (Cavallette),1991-01-01,SHORT FILM (Animated),False
Bronx Cheers,1991-01-01,SHORT FILM (Live Action),False
Dear Rosie,1991-01-01,SHORT FILM (Live Action),False
The Lunch Date,1991-01-01,SHORT FILM (Live Action),True
Senzeni Na? (What Have We Done?),1991-01-01,SHORT FILM (Live Action),False
12:01 PM,1991-01-01,SHORT FILM (Live Action),False
Days of Thunder,1991-01-01,SOUND,False
Total Recall,1991-01-01,SOUND,False
Flatliners,1991-01-01,SOUND EFFECTS EDITING,False
Alice,1991-01-01,WRITING (Screenplay Written Directly for the Screen),False
Green Card,1991-01-01,WRITING (Screenplay Written Directly for the Screen),False
Metropolitan,1991-01-01,WRITING (Screenplay Written Directly for the Screen),False
Bugsy,1992-01-01,ACTOR IN A LEADING ROLE,False
Cape Fear,1992-01-01,ACTOR IN A LEADING ROLE,False
The Prince of Tides,1992-01-01,ACTOR IN A LEADING ROLE,False
JFK,1992-01-01,ACTOR IN A SUPPORTING ROLE,False
Barton Fink,1992-01-01,ACTOR IN A SUPPORTING ROLE,False
Thelma & Louise,1992-01-01,ACTRESS IN A LEADING ROLE,False
Rambling Rose,1992-01-01,ACTRESS IN A LEADING ROLE,False
For the Boys,1992-01-01,ACTRESS IN A LEADING ROLE,False
Fried Green Tomatoes,1992-01-01,ACTRESS IN A SUPPORTING ROLE,False
Hook,1992-01-01,ART DIRECTION,False
Terminator 2: Judgment Day,1992-01-01,CINEMATOGRAPHY,False
The Addams Family,1992-01-01,COSTUME DESIGN,False
Madame Bovary,1992-01-01,COSTUME DESIGN,False
Boyz N the Hood,1992-01-01,DIRECTING,False
Death on the Job,1992-01-01,DOCUMENTARY (Feature),False
Doing Time: Life inside the Big House,1992-01-01,DOCUMENTARY (Feature),False
In the Shadow of the Stars,1992-01-01,DOCUMENTARY (Feature),True
The Restless Conscience,1992-01-01,DOCUMENTARY (Feature),False
Wild by Law,1992-01-01,DOCUMENTARY (Feature),False
Birdnesters of Thailand (aka 'Shadow Hunters'),1992-01-01,DOCUMENTARY (Short Subject),False
Deadly Deception: General Electric,1992-01-01,DOCUMENTARY (Short Subject),True
 Nuclear Weapons and Our Environment,1992-01-01,DOCUMENTARY (Short Subject),True
A Little Vicious,1992-01-01,DOCUMENTARY (Short Subject),False
The Mark of the Maker,1992-01-01,DOCUMENTARY (Short Subject),False
Memorial: Letters from American Soldiers,1992-01-01,DOCUMENTARY (Short Subject),False
The Commitments,1992-01-01,FILM EDITING,False
Children of Nature,1992-01-01,FOREIGN LANGUAGE FILM,False
The Elementary School,1992-01-01,FOREIGN LANGUAGE FILM,False
Mediterraneo,1992-01-01,FOREIGN LANGUAGE FILM,True
The Ox,1992-01-01,FOREIGN LANGUAGE FILM,False
Raise the Red Lantern,1992-01-01,FOREIGN LANGUAGE FILM,False
Star Trek VI The Undiscovered Country,1992-01-01,MAKEUP,False
Beauty and the Beast,1992-01-01,MUSIC (Original Score),True
Robin Hood: Prince of Thieves,1992-01-01,MUSIC (Original Song),False
Blackfly,1992-01-01,SHORT FILM (Animated),False
Manipulation,1992-01-01,SHORT FILM (Animated),True
Strings,1992-01-01,SHORT FILM (Animated),False
Birch Street Gym,1992-01-01,SHORT FILM (Live Action),False
Last Breeze of Summer,1992-01-01,SHORT FILM (Live Action),False
Session Man,1992-01-01,SHORT FILM (Live Action),True
Backdraft,1992-01-01,SOUND,False
Europa Europa,1992-01-01,WRITING (Screenplay Based on Material Previously Produced or Published),False
Grand Canyon,1992-01-01,WRITING (Screenplay Written Directly for the Screen),False
Chaplin,1993-01-01,ACTOR IN A LEADING ROLE,False
The Crying Game,1993-01-01,ACTOR IN A LEADING ROLE,False
Malcolm X,1993-01-01,ACTOR IN A LEADING ROLE,False
A Few Good Men,1993-01-01,ACTOR IN A SUPPORTING ROLE,False
Glengarry Glen Ross,1993-01-01,ACTOR IN A SUPPORTING ROLE,False
Mr. Saturday Night,1993-01-01,ACTOR IN A SUPPORTING ROLE,False
Indochine,1993-01-01,ACTRESS IN A LEADING ROLE,False
Passion Fish,1993-01-01,ACTRESS IN A LEADING ROLE,False
Love Field,1993-01-01,ACTRESS IN A LEADING ROLE,False
Lorenzo's Oil,1993-01-01,ACTRESS IN A LEADING ROLE,False
Husbands and Wives,1993-01-01,ACTRESS IN A SUPPORTING ROLE,False
Enchanted April,1993-01-01,ACTRESS IN A SUPPORTING ROLE,False
Damage,1993-01-01,ACTRESS IN A SUPPORTING ROLE,False
Bram Stoker's Dracula,1993-01-01,ART DIRECTION,False
Toys,1993-01-01,ART DIRECTION,False
Hoffa,1993-01-01,CINEMATOGRAPHY,False
The Lover,1993-01-01,CINEMATOGRAPHY,False
A River Runs through It,1993-01-01,CINEMATOGRAPHY,True
The Player,1993-01-01,DIRECTING,False
Changing Our Minds: The Story of Dr. Evelyn Hooker,1993-01-01,DOCUMENTARY (Feature),False
Fires of Kuwait,1993-01-01,DOCUMENTARY (Feature),False
Liberators: Fighting on Two Fronts in World War II,1993-01-01,DOCUMENTARY (Feature),False
Music for the Movies: Bernard Herrmann,1993-01-01,DOCUMENTARY (Feature),False
The Panama Deception,1993-01-01,DOCUMENTARY (Feature),True
At the Edge of Conquest: The Journey of Chief Wai-Wai,1993-01-01,DOCUMENTARY (Short Subject),False
Beyond Imagining: Margaret Anderson and the 'Little Review',1993-01-01,DOCUMENTARY (Short Subject),False
The Colours of My Father: A Portrait of Sam Borenstein,1993-01-01,DOCUMENTARY (Short Subject),False
Educating Peter,1993-01-01,DOCUMENTARY (Short Subject),True
When Abortion Was Illegal: Untold Stories,1993-01-01,DOCUMENTARY (Short Subject),False
Basic Instinct,1993-01-01,FILM EDITING,False
Close to Eden,1993-01-01,FOREIGN LANGUAGE FILM,False
Daens,1993-01-01,FOREIGN LANGUAGE FILM,False
A Place in the World,1993-01-01,FOREIGN LANGUAGE FILM,False
Schtonk!,1993-01-01,FOREIGN LANGUAGE FILM,False
Batman Returns,1993-01-01,MAKEUP,False
Aladdin,1993-01-01,MUSIC (Original Score),True
The Mambo Kings,1993-01-01,MUSIC (Original Song),False
The Bodyguard,1993-01-01,MUSIC (Original Song),False
Adam,1993-01-01,SHORT FILM (Animated),False
Mona Lisa Descending a Staircase,1993-01-01,SHORT FILM (Animated),True
Reci,1993-01-01,SHORT FILM (Animated),False
 Reci,1993-01-01,SHORT FILM (Animated),False
 Reci... (Words,1993-01-01,SHORT FILM (Animated),False
 Words,1993-01-01,SHORT FILM (Animated),False
 Words),1993-01-01,SHORT FILM (Animated),False
The Sandman,1993-01-01,SHORT FILM (Animated),False
Screen Play,1993-01-01,SHORT FILM (Animated),False
Contact,1993-01-01,SHORT FILM (Live Action),False
Cruise Control,1993-01-01,SHORT FILM (Live Action),False
The Lady in Waiting,1993-01-01,SHORT FILM (Live Action),False
Omnibus,1993-01-01,SHORT FILM (Live Action),True
Swan Song,1993-01-01,SHORT FILM (Live Action),False
The Last of the Mohicans,1993-01-01,SOUND,True
Under Siege,1993-01-01,SOUND,False
Alien 3,1993-01-01,VISUAL EFFECTS,False
Death Becomes Her,1993-01-01,VISUAL EFFECTS,True
In the Name of the Father,1994-01-01,ACTOR IN A LEADING ROLE,False
What's Love Got to Do with It,1994-01-01,ACTOR IN A LEADING ROLE,False
The Remains of the Day,1994-01-01,ACTOR IN A LEADING ROLE,False
What's Eating Gilbert Grape,1994-01-01,ACTOR IN A SUPPORTING ROLE,False
In the Line of Fire,1994-01-01,ACTOR IN A SUPPORTING ROLE,False
Six Degrees of Separation,1994-01-01,ACTRESS IN A LEADING ROLE,False
Shadowlands,1994-01-01,ACTRESS IN A LEADING ROLE,False
The Firm,1994-01-01,ACTRESS IN A SUPPORTING ROLE,False
Fearless,1994-01-01,ACTRESS IN A SUPPORTING ROLE,False
The Age of Innocence,1994-01-01,ACTRESS IN A SUPPORTING ROLE,False
Addams Family Values,1994-01-01,ART DIRECTION,False
Orlando,1994-01-01,ART DIRECTION,False
Farewell My Concubine,1994-01-01,CINEMATOGRAPHY,False
Searching for Bobby Fischer,1994-01-01,CINEMATOGRAPHY,False
Short Cuts,1994-01-01,DIRECTING,False
The Broadcast Tapes of Dr. Peter,1994-01-01,DOCUMENTARY (Feature),False
Children of Fate,1994-01-01,DOCUMENTARY (Feature),False
For Better or for Worse,1994-01-01,DOCUMENTARY (Feature),False
I Am a Promise: The Children of Stanton Elementary School,1994-01-01,DOCUMENTARY (Feature),True
The War Room,1994-01-01,DOCUMENTARY (Feature),False
Blood Ties: The Life and Work of Sally Mann,1994-01-01,DOCUMENTARY (Short Subject),False
Chicks in White Satin,1994-01-01,DOCUMENTARY (Short Subject),False
Defending Our Lives,1994-01-01,DOCUMENTARY (Short Subject),True
Belle Epoque,1994-01-01,FOREIGN LANGUAGE FILM,True
Hedd Wyn,1994-01-01,FOREIGN LANGUAGE FILM,False
The Scent of Green Papaya,1994-01-01,FOREIGN LANGUAGE FILM,False
The Wedding Banquet,1994-01-01,FOREIGN LANGUAGE FILM,False
Mrs. Doubtfire,1994-01-01,MAKEUP,True
Poetic Justice,1994-01-01,MUSIC (Original Song),False
Beethoven's 2nd,1994-01-01,MUSIC (Original Song),False
Sleepless in Seattle,1994-01-01,MUSIC (Original Song),False
Blindscape,1994-01-01,SHORT FILM (Animated),False
The Mighty River,1994-01-01,SHORT FILM (Animated),False
Small Talk,1994-01-01,SHORT FILM (Animated),False
The Village,1994-01-01,SHORT FILM (Animated),False
The Wrong Trousers,1994-01-01,SHORT FILM (Animated),True
Black Rider (Schwarzfahrer),1994-01-01,SHORT FILM (Live Action),True
Down on the Waterfront,1994-01-01,SHORT FILM (Live Action),False
The Dutch Master,1994-01-01,SHORT FILM (Live Action),False
Partners,1994-01-01,SHORT FILM (Live Action),False
The Screw (La Vis),1994-01-01,SHORT FILM (Live Action),False
Cliffhanger,1994-01-01,SOUND,False
Geronimo: An American Legend,1994-01-01,SOUND,False
Jurassic Park,1994-01-01,SOUND,True
The Nightmare before Christmas,1994-01-01,VISUAL EFFECTS,False
Dave,1994-01-01,WRITING (Screenplay Written Directly for the Screen),False
The Shawshank Redemption,1995-01-01,ACTOR IN A LEADING ROLE,False
The Madness of King George,1995-01-01,ACTOR IN A LEADING ROLE,False
Nobody's Fool,1995-01-01,ACTOR IN A LEADING ROLE,False
Pulp Fiction,1995-01-01,ACTOR IN A LEADING ROLE,False
Bullets over Broadway,1995-01-01,ACTOR IN A SUPPORTING ROLE,False
Quiz Show,1995-01-01,ACTOR IN A SUPPORTING ROLE,False
Nell,1995-01-01,ACTRESS IN A LEADING ROLE,False
Tom & Viv,1995-01-01,ACTRESS IN A LEADING ROLE,False
Little Women,1995-01-01,ACTRESS IN A LEADING ROLE,False
The Client,1995-01-01,ACTRESS IN A LEADING ROLE,False
Interview with the Vampire,1995-01-01,ART DIRECTION,False
Legends of the Fall,1995-01-01,ART DIRECTION,False
Red,1995-01-01,CINEMATOGRAPHY,False
Wyatt Earp,1995-01-01,CINEMATOGRAPHY,False
The Adventures of Priscilla,1995-01-01,COSTUME DESIGN,True
 Queen of the Desert,1995-01-01,COSTUME DESIGN,True
Maverick,1995-01-01,COSTUME DESIGN,False
Queen Margot,1995-01-01,COSTUME DESIGN,False
Complaints of a Dutiful Daughter,1995-01-01,DOCUMENTARY (Feature),False
D-Day Remembered,1995-01-01,DOCUMENTARY (Feature),False
Freedom on My Mind,1995-01-01,DOCUMENTARY (Feature),False
A Great Day in Harlem,1995-01-01,DOCUMENTARY (Feature),False
Maya Lin: A Strong Clear Vision,1995-01-01,DOCUMENTARY (Feature),True
Blues Highway,1995-01-01,DOCUMENTARY (Short Subject),False
89mm od Europy (89mm from Europe),1995-01-01,DOCUMENTARY (Short Subject),False
School of Assassins,1995-01-01,DOCUMENTARY (Short Subject),False
Straight from the Heart,1995-01-01,DOCUMENTARY (Short Subject),False
A Time for Justice,1995-01-01,DOCUMENTARY (Short Subject),True
Hoop Dreams,1995-01-01,FILM EDITING,False
Speed,1995-01-01,FILM EDITING,False
Before the Rain,1995-01-01,FOREIGN LANGUAGE FILM,False
Burnt by the Sun,1995-01-01,FOREIGN LANGUAGE FILM,True
Eat Drink Man Woman,1995-01-01,FOREIGN LANGUAGE FILM,False
Farinelli: Il Castrato,1995-01-01,FOREIGN LANGUAGE FILM,False
Strawberry and Chocolate,1995-01-01,FOREIGN LANGUAGE FILM,False
Mary Shelley's Frankenstein,1995-01-01,MAKEUP,False
